slug_key,product_slug,url,category,page_type,catalog_source,target_keyword,product_title,review_count_total,review_count_active,review_count_excluded,has_reviews,sample_quote
"photography-gift-vouchers","photography-gift-vouchers","https://www.alanranger.com/photography-gift-vouchers","service hub","service","service_hub","","Photography Gift Vouchers","1","1","0","yes","Extremely helpful in giving options for gift vouchers, even to the point of adding an extra on-line option! And I know my brother enjoyed the workshop that it paid for"
"photography-services-near-me/camera-sensor-clean","camera-sensor-clean","https://www.alanranger.com/photography-services-near-me/camera-sensor-clean","service","service","canonical_products","","Professional Digital DSLR Camera Sensor Clean | Coventry","4","4","0","yes","I have just attended the 3hr beginner course and found it excellent. The delivery and passion for photography shown by Alan was evident throughout. I found the session informative and enjoyable and th"
"photography-services-near-me/composition-viewing-frames","composition-viewing-frames","https://www.alanranger.com/photography-services-near-me/composition-viewing-frames","merchandise","product","canonical_products","","Viewing Frames for Composition | Used by Professionals","0","0","0","no",""
"photography-shop-services","photography-shop-services","https://www.alanranger.com/photography-shop-services","service hub","service","service_hub","","Photography Shop & Services","0","0","0","no",""
"photography-services-near-me/fine-art-photography-prints-canvas","fine-art-photography-prints-canvas","https://www.alanranger.com/photography-services-near-me/fine-art-photography-prints-canvas","print","product","canonical_products","","Fine Art Photography Prints - Canvas wrap-round - Multi Size","3","3","0","yes","Had a two half hour shoot with Alan, thought me so much in such a short time. Will be back for more I'm sure. Well worth the money."
"fine-art-prints","fine-art-prints","https://www.alanranger.com/fine-art-prints","service hub","service","service_hub","","Fine Art Prints","0","0","0","no",""
"photography-services-near-me/fine-art-photography-prints-unframed","fine-art-photography-prints-unframed","https://www.alanranger.com/photography-services-near-me/fine-art-photography-prints-unframed","print","product","canonical_products","","Fine Art Photography Prints - Unframed Prints - Multi Sizes","4","4","0","yes","Alan did a great job of imparting knowledge and making the weekend a very enjoyable experience. Locations are well researched and appropriate and I'd have no hesitation in heartily recommending him.  "
"photography-services-near-me/four-private-photography-classes","four-private-photography-classes","https://www.alanranger.com/photography-services-near-me/four-private-photography-classes","1-2-1","product","canonical_products","","4 x 2hr Private Photography Classes - Face to Face Coventry","9","8","1","yes","A great one to one session some helpful feedback on photos. I have come away with a much clearer understanding of the theory behind the practice.  Personalising my settings was really helpful. Would r"
"private-photography-lessons","private-photography-lessons","https://www.alanranger.com/private-photography-lessons","service hub","service","service_hub","","Private Photography Lessons (Face-to-Face)","0","0","0","no",""
"photography-services-near-me/framed-fine-art-photography-prints","framed-fine-art-photography-prints","https://www.alanranger.com/photography-services-near-me/framed-fine-art-photography-prints","print","product","canonical_products","","Framed Fine Art Photography Prints - Multiple Sizes","5","5","0","yes","Alan shares great knowledge with confidence and I look forward to further meetings."
"photography-services-near-me/intermediates-intentions-photography-project-course","intermediates-intentions-photography-project-course","https://www.alanranger.com/photography-services-near-me/intermediates-intentions-photography-project-course","course","course","canonical_products","","Intermediates Intentions Photography Project Course","5","5","0","yes","I was encouraged that Alan Ranger believes good photographs should be produced in the main by a combination of the photographer and the camera and not by hours of post-shoot processing in Photoshop."
"photography-services-near-me/intermediates-lightroom-photography-course","intermediates-lightroom-photography-course","https://www.alanranger.com/photography-services-near-me/intermediates-lightroom-photography-course","course (Lightroom)","course","canonical_products","","Intermediates Lightroom Photo Editing Course | Coventry","0","0","0","no",""
"photo-editing-course-coventry","photo-editing-course-coventry","https://www.alanranger.com/photo-editing-course-coventry","service hub","service","service_hub","","Photo Editing Course Coventry (Lightroom)","0","0","0","no",""
"photography-services-near-me/lightroom-courses-for-beginners-coventry","lightroom-courses-for-beginners-coventry","https://www.alanranger.com/photography-services-near-me/lightroom-courses-for-beginners-coventry","course (Lightroom)","course","canonical_products","","Lightroom Courses for Beginners Photo Editing - Coventry","29","29","0","yes","Took the opportunity to outline how he could help me improve my photography and make better use of Lightroom. Alan was very helpful and I'm looking forward to my 2 hour slot in February"
"photography-services-near-me/monthly-online-photography-mentoring","monthly-online-photography-mentoring","https://www.alanranger.com/photography-services-near-me/monthly-online-photography-mentoring","mentoring","product","canonical_products","","Monthly Photography Mentoring Sessions - Online - Zoom","4","4","0","yes","Alan gently guides you into thinking differently about the way you take photos and before you know it you are a better photographer. Thanks for your support.  Chris"
"photography-mentoring-online-assignments","photography-mentoring-online-assignments","https://www.alanranger.com/photography-mentoring-online-assignments","service hub","service","service_hub","","Online Photography Mentoring & Assignments","0","0","0","no",""
"photography-services-near-me/monthly-online-photography-mentoring-one-year","monthly-online-photography-mentoring-one-year","https://www.alanranger.com/photography-services-near-me/monthly-online-photography-mentoring-one-year","mentoring","product","canonical_products","","Monthly Online Photography Mentoring for 1 Year - Zoom","0","0","0","no",""
"photography-services-near-me/monthly-pick-n-mix-subscription","monthly-pick-n-mix-subscription","https://www.alanranger.com/photography-services-near-me/monthly-pick-n-mix-subscription","subscription/payment-plan","product","canonical_products","","Monthly Pick N Mix Subscription | Interest Free Payment Plan","1","1","0","yes","I have now done a number of courses with Alan Ranger via his Pick & Mix plan which obviously has the huge benefit of spreading the cost of photography courses over 12 months.  There is nothing Alan do"
"photography-services-near-me/photo-print-preparation-service-30min","photo-print-preparation-service-30min","https://www.alanranger.com/photography-services-near-me/photo-print-preparation-service-30min","print","product","canonical_products","","Photo Print Preparation Service 30-min – File Check & Advice","0","0","0","no",""
"photography-services-near-me/photography-gift-vouchers","photography-gift-vouchers","https://www.alanranger.com/photography-services-near-me/photography-gift-vouchers","gift voucher","gift-voucher","canonical_products","","Photography Gift Vouchers | Digital eCard | Email Delivery","1","1","0","yes","Extremely helpful in giving options for gift vouchers, even to the point of adding an extra on-line option! And I know my brother enjoyed the workshop that it paid for"
"photography-services-near-me/composition-settings-photography-field-checklists","composition-settings-photography-field-checklists","https://www.alanranger.com/photography-services-near-me/composition-settings-photography-field-checklists","academy","academy","canonical_products","","10 Composition PDFs — Photography Field Checklists Bundle","0","0","0","no",""
"photography-services-near-me/print","print","https://www.alanranger.com/photography-services-near-me/print","print","product","canonical_products","","A3 Mounted Fine Art Print - Unframed | Professional","0","0","0","no",""
"photography-services-near-me/private-online-photography-classes-zoom","private-online-photography-classes-zoom","https://www.alanranger.com/photography-services-near-me/private-online-photography-classes-zoom","1-2-1","product","canonical_products","","Online Photography Classes 121 - Zoom - Package Options","11","11","0","yes","Alan Ranger is an extremely talented artistic photographer.  His enthusiastic approach to photography makes him an excellent photography tutor that I can highly recommend."
"photography-lessons-online-121","photography-lessons-online-121","https://www.alanranger.com/photography-lessons-online-121","service hub","service","service_hub","","Online 1-2-1 Photography Lessons (Zoom)","0","0","0","no",""
"photography-services-near-me/quarterly-pick-n-mix-subscription","quarterly-pick-n-mix-subscription","https://www.alanranger.com/photography-services-near-me/quarterly-pick-n-mix-subscription","subscription/payment-plan","product","canonical_products","","Quarterly Pick N Mix Subscription | Interest Free Payments","3","3","0","yes","If you wanted a overview to a camera course this is the course to do,  It was at levels anyone could understand and all questions answered nothing was missed.  Gave clear and concise information relat"
"professional-commercial-photographer-coventry","professional-commercial-photographer-coventry","https://www.alanranger.com/professional-commercial-photographer-coventry","service hub","service","service_hub","","Professional Commercial Photographer Coventry","0","0","0","no",""
"corporate-photography-training","corporate-photography-training","https://www.alanranger.com/corporate-photography-training","service hub","service","service_hub","","Corporate Photography Training","0","0","0","no",""
"photography-services-near-me/photography-tips-pocket-guide-series","photography-tips-pocket-guide-series","https://www.alanranger.com/photography-services-near-me/photography-tips-pocket-guide-series","academy","academy","canonical_products","","Photography Tips Pocket Guides - Professional Tips","0","0","0","no",""
"about-alan-ranger","about-alan-ranger","https://www.alanranger.com/about-alan-ranger","landing","landing","landing_pages_csv","","","0","0","0","no",""
"academy/login","login","https://www.alanranger.com/academy/login","service","service","landing_pages_csv","","","0","0","0","no",""
"awards-and-qualifications","awards-and-qualifications","https://www.alanranger.com/awards-and-qualifications","landing","landing","landing_pages_csv","","","0","0","0","no",""
"batsford-arboretum-photography","batsford-arboretum-photography","https://www.alanranger.com/batsford-arboretum-photography","landing","landing","landing_pages_csv","","","0","0","0","no",""
"beginners-photography-lessons/camera-courses-for-beginners-coventry-","camera-courses-for-beginners-coventry-","https://www.alanranger.com/beginners-photography-lessons/camera-courses-for-beginners-coventry-","event","event","landing_pages_csv","","","0","0","0","no",""
"beginners-photography-lessons/camera-courses-for-beginners-coventry-2k99k","camera-courses-for-beginners-coventry-2k99k","https://www.alanranger.com/beginners-photography-lessons/camera-courses-for-beginners-coventry-2k99k","event","event","landing_pages_csv","","","0","0","0","no",""
"beginners-photography-lessons/camera-courses-for-beginners-coventry-2n74k","camera-courses-for-beginners-coventry-2n74k","https://www.alanranger.com/beginners-photography-lessons/camera-courses-for-beginners-coventry-2n74k","event","event","landing_pages_csv","","","0","0","0","no",""
"beginners-photography-lessons/camera-courses-for-beginners-coventry-2sj27","camera-courses-for-beginners-coventry-2sj27","https://www.alanranger.com/beginners-photography-lessons/camera-courses-for-beginners-coventry-2sj27","event","event","landing_pages_csv","","","0","0","0","no",""
"beginners-photography-lessons/camera-courses-for-beginners-coventry-3yj3h","camera-courses-for-beginners-coventry-3yj3h","https://www.alanranger.com/beginners-photography-lessons/camera-courses-for-beginners-coventry-3yj3h","event","event","landing_pages_csv","","","0","0","0","no",""
"beginners-photography-lessons/camera-courses-for-beginners-coventry-4pp2p","camera-courses-for-beginners-coventry-4pp2p","https://www.alanranger.com/beginners-photography-lessons/camera-courses-for-beginners-coventry-4pp2p","event","event","landing_pages_csv","","","0","0","0","no",""
"beginners-photography-lessons/camera-courses-for-beginners-coventry-7breh","camera-courses-for-beginners-coventry-7breh","https://www.alanranger.com/beginners-photography-lessons/camera-courses-for-beginners-coventry-7breh","event","event","landing_pages_csv","","","0","0","0","no",""
"beginners-photography-lessons/camera-courses-for-beginners-coventry-8ar5x","camera-courses-for-beginners-coventry-8ar5x","https://www.alanranger.com/beginners-photography-lessons/camera-courses-for-beginners-coventry-8ar5x","event","event","landing_pages_csv","","","0","0","0","no",""
"beginners-photography-lessons/camera-courses-for-beginners-coventry-8s2ka","camera-courses-for-beginners-coventry-8s2ka","https://www.alanranger.com/beginners-photography-lessons/camera-courses-for-beginners-coventry-8s2ka","event","event","landing_pages_csv","","","0","0","0","no",""
"beginners-photography-lessons/camera-courses-for-beginners-coventry-bds4t","camera-courses-for-beginners-coventry-bds4t","https://www.alanranger.com/beginners-photography-lessons/camera-courses-for-beginners-coventry-bds4t","event","event","landing_pages_csv","","","0","0","0","no",""
"beginners-photography-lessons/camera-courses-for-beginners-coventry-be4sb","camera-courses-for-beginners-coventry-be4sb","https://www.alanranger.com/beginners-photography-lessons/camera-courses-for-beginners-coventry-be4sb","event","event","landing_pages_csv","","","0","0","0","no",""
"beginners-photography-lessons/camera-courses-for-beginners-coventry-dfe","camera-courses-for-beginners-coventry-dfe","https://www.alanranger.com/beginners-photography-lessons/camera-courses-for-beginners-coventry-dfe","event","event","landing_pages_csv","","","0","0","0","no",""
"intentions-course-six-month-photography-project","intentions-course-six-month-photography-project","https://www.alanranger.com/intentions-course-six-month-photography-project","landing","landing","landing_pages_csv","","","0","0","0","no",""
"beginners-photography-lessons/camera-courses-for-beginners-coventry-dg9pz","camera-courses-for-beginners-coventry-dg9pz","https://www.alanranger.com/beginners-photography-lessons/camera-courses-for-beginners-coventry-dg9pz","event","event","landing_pages_csv","","","0","0","0","no",""
"beginners-photography-lessons/camera-courses-for-beginners-coventry-dhecf","camera-courses-for-beginners-coventry-dhecf","https://www.alanranger.com/beginners-photography-lessons/camera-courses-for-beginners-coventry-dhecf","event","event","landing_pages_csv","","","0","0","0","no",""
"beginners-photography-lessons/camera-courses-for-beginners-coventry-hl4tm","camera-courses-for-beginners-coventry-hl4tm","https://www.alanranger.com/beginners-photography-lessons/camera-courses-for-beginners-coventry-hl4tm","event","event","landing_pages_csv","","","0","0","0","no",""
"beginners-photography-lessons/camera-courses-for-beginners-coventry-mw83l","camera-courses-for-beginners-coventry-mw83l","https://www.alanranger.com/beginners-photography-lessons/camera-courses-for-beginners-coventry-mw83l","event","event","landing_pages_csv","","","0","0","0","no",""
"beginners-photography-lessons/camera-courses-for-beginners-coventry-nhjlm","camera-courses-for-beginners-coventry-nhjlm","https://www.alanranger.com/beginners-photography-lessons/camera-courses-for-beginners-coventry-nhjlm","event","event","landing_pages_csv","","","0","0","0","no",""
"beginners-photography-lessons/camera-courses-for-beginners-coventry-nzwzx","camera-courses-for-beginners-coventry-nzwzx","https://www.alanranger.com/beginners-photography-lessons/camera-courses-for-beginners-coventry-nzwzx","event","event","landing_pages_csv","","","0","0","0","no",""
"beginners-photography-lessons/camera-courses-for-beginners-coventry-oct3","camera-courses-for-beginners-coventry-oct3","https://www.alanranger.com/beginners-photography-lessons/camera-courses-for-beginners-coventry-oct3","event","event","landing_pages_csv","","","0","0","0","no",""
"beginners-photography-lessons/camera-courses-for-beginners-coventry-s2klg","camera-courses-for-beginners-coventry-s2klg","https://www.alanranger.com/beginners-photography-lessons/camera-courses-for-beginners-coventry-s2klg","event","event","landing_pages_csv","","","0","0","0","no",""
"beginners-photography-lessons/camera-courses-for-beginners-coventry-w5nkt","camera-courses-for-beginners-coventry-w5nkt","https://www.alanranger.com/beginners-photography-lessons/camera-courses-for-beginners-coventry-w5nkt","event","event","landing_pages_csv","","","0","0","0","no",""
"beginners-photography-lessons/camera-courses-for-beginners-coventry-wk1","camera-courses-for-beginners-coventry-wk1","https://www.alanranger.com/beginners-photography-lessons/camera-courses-for-beginners-coventry-wk1","event","event","landing_pages_csv","","","0","0","0","no",""
"beginners-photography-lessons/camera-courses-for-beginners-coventry-zbcfe","camera-courses-for-beginners-coventry-zbcfe","https://www.alanranger.com/beginners-photography-lessons/camera-courses-for-beginners-coventry-zbcfe","event","event","landing_pages_csv","","","0","0","0","no",""
"beginners-photography-lessons/camera-courses-for-beginners-week-1","camera-courses-for-beginners-week-1","https://www.alanranger.com/beginners-photography-lessons/camera-courses-for-beginners-week-1","event","event","landing_pages_csv","","","0","0","0","no",""
"beginners-photography-lessons/camera-courses-for-beginners-week-3","camera-courses-for-beginners-week-3","https://www.alanranger.com/beginners-photography-lessons/camera-courses-for-beginners-week-3","event","event","landing_pages_csv","","","0","0","0","no",""
"beginners-photography-lessons/camera-courses-for-beginners-wk2","camera-courses-for-beginners-wk2","https://www.alanranger.com/beginners-photography-lessons/camera-courses-for-beginners-wk2","event","event","landing_pages_csv","","","0","0","0","no",""
"beginners-photography-lessons/lightroom-photo-editing-classes-wk1","lightroom-photo-editing-classes-wk1","https://www.alanranger.com/beginners-photography-lessons/lightroom-photo-editing-classes-wk1","event","event","landing_pages_csv","","","0","0","0","no",""
"beginners-photography-lessons/lightroom-photo-editing-classes-wk1-kdh5k","lightroom-photo-editing-classes-wk1-kdh5k","https://www.alanranger.com/beginners-photography-lessons/lightroom-photo-editing-classes-wk1-kdh5k","event","event","landing_pages_csv","","","0","0","0","no",""
"beginners-photography-lessons/lightroom-photo-editing-classes-wk2","lightroom-photo-editing-classes-wk2","https://www.alanranger.com/beginners-photography-lessons/lightroom-photo-editing-classes-wk2","event","event","landing_pages_csv","","","0","0","0","no",""
"beginners-photography-lessons/lightroom-photo-editing-classes-wk2-n8l4l","lightroom-photo-editing-classes-wk2-n8l4l","https://www.alanranger.com/beginners-photography-lessons/lightroom-photo-editing-classes-wk2-n8l4l","event","event","landing_pages_csv","","","0","0","0","no",""
"beginners-photography-lessons/lightroom-photo-editing-classes-wk2-y3262","lightroom-photo-editing-classes-wk2-y3262","https://www.alanranger.com/beginners-photography-lessons/lightroom-photo-editing-classes-wk2-y3262","event","event","landing_pages_csv","","","0","0","0","no",""
"beginners-photography-lessons/lightroom-photo-editing-classes-wk3","lightroom-photo-editing-classes-wk3","https://www.alanranger.com/beginners-photography-lessons/lightroom-photo-editing-classes-wk3","event","event","landing_pages_csv","","","0","0","0","no",""
"beginners-photography-lessons/lightroom-photo-editing-classes-wk3-7cd64","lightroom-photo-editing-classes-wk3-7cd64","https://www.alanranger.com/beginners-photography-lessons/lightroom-photo-editing-classes-wk3-7cd64","event","event","landing_pages_csv","","","0","0","0","no",""
"beginners-photography-lessons/lightroom-photo-editing-classes-wk3-9b3t3","lightroom-photo-editing-classes-wk3-9b3t3","https://www.alanranger.com/beginners-photography-lessons/lightroom-photo-editing-classes-wk3-9b3t3","event","event","landing_pages_csv","","","0","0","0","no",""
"beginners-portrait-photography-course","beginners-portrait-photography-course","https://www.alanranger.com/beginners-portrait-photography-course","landing","landing","landing_pages_csv","","","12","12","0","yes","I have throughly enjoyed all courses delivered by Alan. Great content and excellent delivery."
"bluebell-woods-near-me","bluebell-woods-near-me","https://www.alanranger.com/bluebell-woods-near-me","landing","landing","landing_pages_csv","","","0","0","0","no",""
"contact-us-alan-ranger-photography","contact-us-alan-ranger-photography","https://www.alanranger.com/contact-us-alan-ranger-photography","landing","landing","landing_pages_csv","","","0","0","0","no",""
"course-finder-photography-classes-near-me","course-finder-photography-classes-near-me","https://www.alanranger.com/course-finder-photography-classes-near-me","service","service","landing_pages_csv","","","0","0","0","no",""
"data-privacy-policy","data-privacy-policy","https://www.alanranger.com/data-privacy-policy","landing","landing","landing_pages_csv","","","0","0","0","no",""
"free-photography-tips","free-photography-tips","https://www.alanranger.com/free-photography-tips","landing","landing","landing_pages_csv","","","0","0","0","no",""
"gallery-image-portfolios","gallery-image-portfolios","https://www.alanranger.com/gallery-image-portfolios","landing","landing","landing_pages_csv","","","0","0","0","no",""
"help-site-map","help-site-map","https://www.alanranger.com/help-site-map","landing","landing","landing_pages_csv","","","0","0","0","no",""
"photographic-workshops-near-me/exmoor-photography-workshops-seascapes-lynmouth","exmoor-photography-workshops-seascapes-lynmouth","https://www.alanranger.com/photographic-workshops-near-me/exmoor-photography-workshops-seascapes-lynmouth","event","event","landing_pages_csv","","","0","0","0","no",""
"photographic-workshops-near-me/fairy-glen-betws-y-coed-photography","fairy-glen-betws-y-coed-photography","https://www.alanranger.com/photographic-workshops-near-me/fairy-glen-betws-y-coed-photography","event","event","landing_pages_csv","","","0","0","0","no",""
"photographic-workshops-near-me/fairy-glen-photography-betws-y-coed","fairy-glen-photography-betws-y-coed","https://www.alanranger.com/photographic-workshops-near-me/fairy-glen-photography-betws-y-coed","event","event","landing_pages_csv","","","0","0","0","no",""
"photographic-workshops-near-me/fairy-glen-photography-wales","fairy-glen-photography-wales","https://www.alanranger.com/photographic-workshops-near-me/fairy-glen-photography-wales","event","event","landing_pages_csv","","","0","0","0","no",""
"photographic-workshops-near-me/garden-photography-workshop","garden-photography-workshop","https://www.alanranger.com/photographic-workshops-near-me/garden-photography-workshop","event","event","landing_pages_csv","","","3","3","0","yes","As a complete beginner I booked my workshop at Batford Arboretum with considerable aprehension. I needn't have worried.  Alan was very patient and explained the rudiments of manual photography in a ve"
"photographic-workshops-near-me/garden-photography-workshop-mxyms","garden-photography-workshop-mxyms","https://www.alanranger.com/photographic-workshops-near-me/garden-photography-workshop-mxyms","event","event","landing_pages_csv","","","0","0","0","no",""
"photographic-workshops-near-me/hartland-quay-photography-devon-seascapes","hartland-quay-photography-devon-seascapes","https://www.alanranger.com/photographic-workshops-near-me/hartland-quay-photography-devon-seascapes","event","event","landing_pages_csv","","","0","0","0","no",""
"photographic-workshops-near-me/lake-district-photography-workshop-autumn","lake-district-photography-workshop-autumn","https://www.alanranger.com/photographic-workshops-near-me/lake-district-photography-workshop-autumn","event","event","landing_pages_csv","","","0","0","0","no",""
"photographic-workshops-near-me/lake-district-photography-workshop-late-summer","lake-district-photography-workshop-late-summer","https://www.alanranger.com/photographic-workshops-near-me/lake-district-photography-workshop-late-summer","event","event","landing_pages_csv","","","0","0","0","no",""
"photographic-workshops-near-me/lake-district-photography-workshop-spring","lake-district-photography-workshop-spring","https://www.alanranger.com/photographic-workshops-near-me/lake-district-photography-workshop-spring","event","event","landing_pages_csv","","","0","0","0","no",""
"photographic-workshops-near-me/lake-district-photography-workshop-winter","lake-district-photography-workshop-winter","https://www.alanranger.com/photographic-workshops-near-me/lake-district-photography-workshop-winter","event","event","landing_pages_csv","","","0","0","0","no",""
"photographic-workshops-near-me/landscape-photography-snowdonia-workshop","landscape-photography-snowdonia-workshop","https://www.alanranger.com/photographic-workshops-near-me/landscape-photography-snowdonia-workshop","event","event","landing_pages_csv","","","0","0","0","no",""
"photographic-workshops-near-me/landscape-photography-wales-gower-peninsular","landscape-photography-wales-gower-peninsular","https://www.alanranger.com/photographic-workshops-near-me/landscape-photography-wales-gower-peninsular","event","event","landing_pages_csv","","","0","0","0","no",""
"photographic-workshops-near-me/landscape-photography-workshops-yorkshire","landscape-photography-workshops-yorkshire","https://www.alanranger.com/photographic-workshops-near-me/landscape-photography-workshops-yorkshire","event","event","landing_pages_csv","","","0","0","0","no",""
"photographic-workshops-near-me/lavender-photography-workshop-sunset","lavender-photography-workshop-sunset","https://www.alanranger.com/photographic-workshops-near-me/lavender-photography-workshop-sunset","event","event","landing_pages_csv","","","0","0","0","no",""
"photographic-workshops-near-me/lavender-photography-workshop-sunset-19","lavender-photography-workshop-sunset-19","https://www.alanranger.com/photographic-workshops-near-me/lavender-photography-workshop-sunset-19","event","event","landing_pages_csv","","","0","0","0","no",""
"photographic-workshops-near-me/long-exposure-photo-workshop-sunset-kenilworth","long-exposure-photo-workshop-sunset-kenilworth","https://www.alanranger.com/photographic-workshops-near-me/long-exposure-photo-workshop-sunset-kenilworth","event","event","landing_pages_csv","","","0","0","0","no",""
"photographic-workshops-near-me/long-exposure-photography-burnham-on-sea","long-exposure-photography-burnham-on-sea","https://www.alanranger.com/photographic-workshops-near-me/long-exposure-photography-burnham-on-sea","event","event","landing_pages_csv","","","0","0","0","no",""
"photographic-workshops-near-me/long-exposure-photography-workshop-kenilworth1","long-exposure-photography-workshop-kenilworth1","https://www.alanranger.com/photographic-workshops-near-me/long-exposure-photography-workshop-kenilworth1","event","event","landing_pages_csv","","","0","0","0","no",""
"photographic-workshops-near-me/long-exposure-photography-workshop-kenilworth2","long-exposure-photography-workshop-kenilworth2","https://www.alanranger.com/photographic-workshops-near-me/long-exposure-photography-workshop-kenilworth2","event","event","landing_pages_csv","","","0","0","0","no",""
"photographic-workshops-near-me/long-exposure-photography-workshop-kenilworth4","long-exposure-photography-workshop-kenilworth4","https://www.alanranger.com/photographic-workshops-near-me/long-exposure-photography-workshop-kenilworth4","event","event","landing_pages_csv","","","0","0","0","no",""
"photographic-workshops-near-me/norfolk-photography-workshop","norfolk-photography-workshop","https://www.alanranger.com/photographic-workshops-near-me/norfolk-photography-workshop","event","event","landing_pages_csv","","","0","0","0","no",""
"photographic-workshops-near-me/northumberland-landscape-photography-workshop","northumberland-landscape-photography-workshop","https://www.alanranger.com/photographic-workshops-near-me/northumberland-landscape-photography-workshop","event","event","landing_pages_csv","","","0","0","0","no",""
"photographic-workshops-near-me/peak-district-photography-workshops-autumn","peak-district-photography-workshops-autumn","https://www.alanranger.com/photographic-workshops-near-me/peak-district-photography-workshops-autumn","event","event","landing_pages_csv","","","0","0","0","no",""
"photographic-workshops-near-me/peak-district-photography-workshops-autumn-2","peak-district-photography-workshops-autumn-2","https://www.alanranger.com/photographic-workshops-near-me/peak-district-photography-workshops-autumn-2","event","event","landing_pages_csv","","","0","0","0","no",""
"photographic-workshops-near-me/peak-district-photography-workshops-heathers-sunrise","peak-district-photography-workshops-heathers-sunrise","https://www.alanranger.com/photographic-workshops-near-me/peak-district-photography-workshops-heathers-sunrise","event","event","landing_pages_csv","","","0","0","0","no",""
"photographic-workshops-near-me/peak-district-photography-workshops-heathers-sunset","peak-district-photography-workshops-heathers-sunset","https://www.alanranger.com/photographic-workshops-near-me/peak-district-photography-workshops-heathers-sunset","event","event","landing_pages_csv","","","0","0","0","no",""
"photographic-workshops-near-me/peak-district-photography-workshops-spring","peak-district-photography-workshops-spring","https://www.alanranger.com/photographic-workshops-near-me/peak-district-photography-workshops-spring","event","event","landing_pages_csv","","","0","0","0","no",""
"photographic-workshops-near-me/peak-district-photography-workshops-winter","peak-district-photography-workshops-winter","https://www.alanranger.com/photographic-workshops-near-me/peak-district-photography-workshops-winter","event","event","landing_pages_csv","","","0","0","0","no",""
"photographic-workshops-near-me/secrets-of-woodland-photography-masterclass-autumn","secrets-of-woodland-photography-masterclass-autumn","https://www.alanranger.com/photographic-workshops-near-me/secrets-of-woodland-photography-masterclass-autumn","event","event","landing_pages_csv","","","0","0","0","no",""
"photographic-workshops-near-me/secrets-of-woodland-photography-masterclass-spring","secrets-of-woodland-photography-masterclass-spring","https://www.alanranger.com/photographic-workshops-near-me/secrets-of-woodland-photography-masterclass-spring","event","event","landing_pages_csv","","","0","0","0","no",""
"photographic-workshops-near-me/secrets-of-woodland-photography-masterclass-summer","secrets-of-woodland-photography-masterclass-summer","https://www.alanranger.com/photographic-workshops-near-me/secrets-of-woodland-photography-masterclass-summer","event","event","landing_pages_csv","","","0","0","0","no",""
"photographic-workshops-near-me/secrets-of-woodland-photography-masterclass-winter","secrets-of-woodland-photography-masterclass-winter","https://www.alanranger.com/photographic-workshops-near-me/secrets-of-woodland-photography-masterclass-winter","event","event","landing_pages_csv","","","0","0","0","no",""
"photographic-workshops-near-me/sezincote-garden-photography-workshop","sezincote-garden-photography-workshop","https://www.alanranger.com/photographic-workshops-near-me/sezincote-garden-photography-workshop","event","event","landing_pages_csv","","","1","1","0","yes","Alan is a superb photographer who will easily help any photographer to reach their next level.  I would recommend any photographer who wants to kick start their photography journey so that they can in"
"photographic-workshops-near-me/suffolk-landscape-photography-workshop","suffolk-landscape-photography-workshop","https://www.alanranger.com/photographic-workshops-near-me/suffolk-landscape-photography-workshop","event","event","landing_pages_csv","","","0","0","0","no",""
"photographic-workshops-near-me/sunset-chesterton-windmill-photography-workshop","sunset-chesterton-windmill-photography-workshop","https://www.alanranger.com/photographic-workshops-near-me/sunset-chesterton-windmill-photography-workshop","event","event","landing_pages_csv","","","0","0","0","no",""
"photographic-workshops-near-me/sunset-chesterton-windmill-spring","sunset-chesterton-windmill-spring","https://www.alanranger.com/photographic-workshops-near-me/sunset-chesterton-windmill-spring","event","event","landing_pages_csv","","","0","0","0","no",""
"photographic-workshops-near-me/sunset-chesterton-windmill-spring-7gw7j","sunset-chesterton-windmill-spring-7gw7j","https://www.alanranger.com/photographic-workshops-near-me/sunset-chesterton-windmill-spring-7gw7j","event","event","landing_pages_csv","","","0","0","0","no",""
"photographic-workshops-near-me/sunset-chesterton-windmill-spring-7gw7j-9akd5","sunset-chesterton-windmill-spring-7gw7j-9akd5","https://www.alanranger.com/photographic-workshops-near-me/sunset-chesterton-windmill-spring-7gw7j-9akd5","event","event","landing_pages_csv","","","0","0","0","no",""
"photographic-workshops-near-me/urban-architecture-photography-workshop-coventry","urban-architecture-photography-workshop-coventry","https://www.alanranger.com/photographic-workshops-near-me/urban-architecture-photography-workshop-coventry","event","event","landing_pages_csv","","","0","0","0","no",""
"photographic-workshops-near-me/wales-photography-workshop-vyrnwy-pistyll-rhaeadr","wales-photography-workshop-vyrnwy-pistyll-rhaeadr","https://www.alanranger.com/photographic-workshops-near-me/wales-photography-workshop-vyrnwy-pistyll-rhaeadr","event","event","landing_pages_csv","","","0","0","0","no",""
"photographic-workshops-near-me/woodland-photography-walk-coventry-piles-coppice","woodland-photography-walk-coventry-piles-coppice","https://www.alanranger.com/photographic-workshops-near-me/woodland-photography-walk-coventry-piles-coppice","event","event","landing_pages_csv","","","0","0","0","no",""
"photographic-workshops-near-me/yorkshire-dales-photography-workshop","yorkshire-dales-photography-workshop","https://www.alanranger.com/photographic-workshops-near-me/yorkshire-dales-photography-workshop","event","event","landing_pages_csv","","","0","0","0","no",""
